Importing plotly failed. Interactive plots will not work.
[PIPE] Frecuencia efectiva para el modelado: MS

[DEBUG-ZEROS] ---- Diagnóstico por combinación (post-resample) ----
  • 7.50E+12 | default | DISTRIBUIDORES -> n=39, %ceros=100.00%, pasa_filtro=False
1 27 days  1.213771e+08   11017.125926  ...  0.111096  0.117630       1.0
2 55 days  5.074733e+08   22527.167260  ...  0.349193  0.297288       1.0
3 58 days  5.381241e+09   73356.945596  ...  0.465687  0.607031       0.0
4 84 days  4.437744e+09   66616.397601  ...  0.469738  0.613932       0.0

[5 rows x 8 columns]
          ds           yhat     yhat_lower     yhat_upper         y     cutoff
0 2024-01-01  409708.025531  363351.754435  451676.503255  107148.0 2023-12-08
1 2024-02-01   87039.167260   48492.093158  130030.699444   64512.0 2023-12-08
2 2024-03-01   75199.602399   33329.353233  120954.249674  141816.0 2023-12-08
3 2024-04-01   94359.951764   50995.761432  137223.448243   71520.0 2023-12-08
4 2024-05-01   78820.545240   33935.479766  120106.085842  140616.0 2023-12-08
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/data_cleaning_V2.py:69: FutureWarning: Series.fillna with 'method' is deprecated and will raise in a future version. Use obj.ffill() or obj.bfill() instead.
  df_merge['Cantidad'] = df_merge['Cantidad'].fillna(method='ffill')
[I 2025-09-23 22:23:03,656] A new study created in memory with name: no-name-3790d4e0-b587-4d4c-b891-1f56d840adf2
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:18<00:18, 18.32s/it]100%|██████████| 2/2 [00:39<00:00, 19.71s/it]100%|██████████| 2/2 [00:39<00:00, 19.50s/it]
[I 2025-09-23 22:23:43,098] Trial 0 finished with value: 2846.7891777254736 and parameters: {'changepoint_prior_scale': 0.06266260348879392, 'seasonality_prior_scale': 8.221576253617144, 'n_changepoints': 9}. Best is trial 0 with value: 2846.7891777254736.
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  5.07it/s]100%|██████████| 2/2 [00:00<00:00,  4.27it/s]100%|██████████| 2/2 [00:00<00:00,  4.37it/s]
[I 2025-09-23 22:23:43,935] Trial 1 finished with value: 3350.2443446647967 and parameters: {'changepoint_prior_scale': 0.029096185142197577, 'seasonality_prior_scale': 0.21303656403167934, 'n_changepoints': 27}. Best is trial 0 with value: 2846.7891777254736.
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  2.05it/s]100%|██████████| 2/2 [00:01<00:00,  1.89it/s]100%|██████████| 2/2 [00:01<00:00,  1.91it/s]
[I 2025-09-23 22:23:45,923] Trial 2 finished with value: 2874.678397776066 and parameters: {'changepoint_prior_scale': 0.40697274088704705, 'seasonality_prior_scale': 0.05252198886493422, 'n_changepoints': 46}. Best is trial 0 with value: 2846.7891777254736.
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:18<00:18, 18.20s/it]100%|██████████| 2/2 [00:38<00:00, 19.59s/it]100%|██████████| 2/2 [00:38<00:00, 19.38s/it]
[PIPE] Rendimiento LECHE U.P. SEMI LACDEL EDGE 1 L-default-E-COMMERCE:
  horizon           mse         rmse          mae     mdape     smape  coverage
0 24 days  1.464890e+05   382.738866   382.738866       inf  2.000000       0.0
1 27 days  2.995159e+06  1730.652851  1730.652851  0.434401  0.554932       0.0
2 55 days  7.019797e+03    83.784229    83.784229  0.436376  0.358217       0.0
3 58 days  3.371813e+06  1836.249710  1836.249710  0.894859  0.618240       0.0
4 84 days  3.386415e+05   581.929123   581.929123  4.849409  2.000000       0.0
          ds        yhat  yhat_lower  yhat_upper       y     cutoff
0 2024-01-01 -382.738866 -382.957715 -382.563468     0.0 2023-12-08
1 2024-02-01  275.784229  275.021816  276.470652   192.0 2023-12-08
2 2024-03-01 -461.929123 -463.587262 -460.383158   120.0 2023-12-08
3 2024-04-01  269.078190  266.408094  271.684669   408.0 2023-12-08
4 2024-05-01 -726.955326 -730.920933 -723.170319  1728.0 2023-12-08
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/data_cleaning_V2.py:69: FutureWarning: Series.fillna with 'method' is deprecated and will raise in a future version. Use obj.ffill() or obj.bfill() instead.
  df_merge['Cantidad'] = df_merge['Cantidad'].fillna(method='ffill')
[I 2025-09-23 22:24:25,147] A new study created in memory with name: no-name-133e2f0a-615c-4152-89c1-0250d68b234b
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  2.18it/s]100%|██████████| 2/2 [00:01<00:00,  1.48it/s]100%|██████████| 2/2 [00:01<00:00,  1.56it/s]
[I 2025-09-23 22:24:27,011] Trial 0 finished with value: 5220.917775112867 and parameters: {'changepoint_prior_scale': 0.4624837452452308, 'seasonality_prior_scale': 0.016322585648140726, 'n_changepoints': 18}. Best is trial 0 with value: 5220.917775112867.
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  4.61it/s]100%|██████████| 2/2 [00:00<00:00,  4.10it/s]100%|██████████| 2/2 [00:00<00:00,  4.17it/s]
[I 2025-09-23 22:24:27,974] Trial 1 finished with value: 4131.857028287712 and parameters: {'changepoint_prior_scale': 0.02201641172601012, 'seasonality_prior_scale': 0.03973166106680299, 'n_changepoints': 20}. Best is trial 1 with value: 4131.857028287712.
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  2.84it/s]100%|██████████| 2/2 [00:01<00:00,  1.72it/s]100%|██████████| 2/2 [00:01<00:00,  1.83it/s]
[I 2025-09-23 22:24:30,171] Trial 2 finished with value: 3322.9867668920574 and parameters: {'changepoint_prior_scale': 0.41658124030990906, 'seasonality_prior_scale': 0.20894543275206118, 'n_changepoints': 23}. Best is trial 2 with value: 3322.9867668920574.
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  2.90it/s]100%|██████████| 2/2 [00:01<00:00,  1.69it/s]100%|██████████| 2/2 [00:01<00:00,  1.80it/s]
[PIPE] Rendimiento LECHE U.P. SEMI LACDEL EDGE 1 L-default-FOOD SERVICE:
  horizon           mse         rmse  ...     mdape     smape  coverage
0 24 days  1.802891e+04   134.271790  ...  0.040045  0.040863       1.0
1 27 days  1.561542e+07  3951.635557  ...  0.403558  0.505571       0.0
2 55 days  3.701558e+05   608.404271  ...  0.146816  0.136775       0.0
3 58 days  1.888406e+07  4345.578826  ...  0.459898  0.597231       0.0
4 84 days  1.804617e+06  1343.360254  ...  0.300192  0.353207       0.0

[5 rows x 8 columns]
          ds         yhat   yhat_lower   yhat_upper       y     cutoff
0 2024-01-01  3218.728210  2791.503536  3685.843710  3353.0 2023-12-08
1 2024-02-01  4752.404271  4306.919435  5215.113122  4144.0 2023-12-08
2 2024-03-01  3131.639746  2651.505713  3605.063107  4475.0 2023-12-08
3 2024-04-01  3891.875530  3392.793386  4432.608027  4417.0 2023-12-08
4 2024-05-01  3657.521601  3126.948914  4175.934401  4852.0 2023-12-08
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/data_cleaning_V2.py:69: FutureWarning: Series.fillna with 'method' is deprecated and will raise in a future version. Use obj.ffill() or obj.bfill() instead.
  df_merge['Cantidad'] = df_merge['Cantidad'].fillna(method='ffill')
[I 2025-09-23 22:24:32,457] A new study created in memory with name: no-name-f2b4f6df-703f-4999-89c0-dbf2ffe1fa02
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  5.99it/s]100%|██████████| 2/2 [00:00<00:00,  4.31it/s]100%|██████████| 2/2 [00:00<00:00,  4.50it/s]
[I 2025-09-23 22:24:33,325] Trial 0 finished with value: 102086.02033822003 and parameters: {'changepoint_prior_scale': 0.07972016174510019, 'seasonality_prior_scale': 0.014481737331980217, 'n_changepoints': 12}. Best is trial 0 with value: 102086.02033822003.
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  5.07it/s]100%|██████████| 2/2 [00:00<00:00,  3.70it/s]100%|██████████| 2/2 [00:00<00:00,  3.86it/s]
[I 2025-09-23 22:24:34,264] Trial 1 finished with value: 102122.15959863595 and parameters: {'changepoint_prior_scale': 0.037779619540812735, 'seasonality_prior_scale': 0.012771213399747652, 'n_changepoints': 34}. Best is trial 0 with value: 102086.02033822003.
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:03<00:03,  3.18s/it]100%|██████████| 2/2 [00:03<00:00,  1.43s/it]100%|██████████| 2/2 [00:03<00:00,  1.70s/it]
[I 2025-09-23 22:24:37,949] Trial 2 finished with value: 100129.88879447407 and parameters: {'changepoint_prior_scale': 0.0012473664546412697, 'seasonality_prior_scale': 0.05543910224426455, 'n_changepoints': 10}. Best is trial 2 with value: 100129.88879447407.
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:03<00:03,  3.23s/it]100%|██████████| 2/2 [00:03<00:00,  1.45s/it]100%|██████████| 2/2 [00:03<00:00,  1.72s/it]
[PIPE] Rendimiento LECHE U.P. SEMI LACDEL EDGE 1 L-default-GOBIERNO:
  horizon           mse           rmse  ...       mdape     smape  coverage
0 24 days  1.537343e+10  123989.624557  ...    0.785709  1.294104       0.0
1 27 days  3.827320e+09   61865.337843  ...    1.032121  0.680791       0.0
2 55 days  3.456764e+10  185923.734479  ...    0.890439  1.605030       0.0
3 58 days  2.191769e+10  148046.229248  ...  166.718727  1.976292       0.0
4 84 days  3.460058e+08   18601.231247  ...   53.451814  1.927865       1.0

[5 rows x 8 columns]
          ds          yhat    yhat_lower    yhat_upper         y     cutoff
0 2024-01-01  33816.375443   9903.502158  58892.174428  157806.0 2023-12-08
1 2024-02-01  22876.265521  -2749.484779  47144.511260  208800.0 2023-12-08
2 2024-03-01  18949.231247  -7414.215607  44998.218051     348.0 2023-12-08
3 2024-04-01  40793.663194  13460.253596  65146.585182   25752.0 2023-12-08
4 2024-05-01   4033.419944 -20825.141551  28448.472741    4164.0 2023-12-08
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/data_cleaning_V2.py:69: FutureWarning: Series.fillna with 'method' is deprecated and will raise in a future version. Use obj.ffill() or obj.bfill() instead.
  df_merge['Cantidad'] = df_merge['Cantidad'].fillna(method='ffill')
[I 2025-09-23 22:24:41,737] A new study created in memory with name: no-name-3396a93a-087c-400a-9c2a-4e059322bab2
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  3.41it/s]100%|██████████| 2/2 [00:00<00:00,  3.58it/s]100%|██████████| 2/2 [00:00<00:00,  3.55it/s]
[I 2025-09-23 22:24:42,622] Trial 0 finished with value: 64472.48075473413 and parameters: {'changepoint_prior_scale': 0.0341186052960242, 'seasonality_prior_scale': 0.5725611400029907, 'n_changepoints': 11}. Best is trial 0 with value: 64472.48075473413.
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  2.30it/s]100%|██████████| 2/2 [00:01<00:00,  1.70it/s]100%|██████████| 2/2 [00:01<00:00,  1.77it/s]
[I 2025-09-23 22:24:44,148] Trial 1 finished with value: 196689.0041209968 and parameters: {'changepoint_prior_scale': 0.0015297990764947928, 'seasonality_prior_scale': 2.20783805744111, 'n_changepoints': 5}. Best is trial 0 with value: 64472.48075473413.
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  4.74it/s]100%|██████████| 2/2 [00:00<00:00,  4.04it/s]100%|██████████| 2/2 [00:00<00:00,  4.13it/s]
[I 2025-09-23 22:24:45,094] Trial 2 finished with value: 54932.20098760544 and parameters: {'changepoint_prior_scale': 0.0016599500057759978, 'seasonality_prior_scale': 0.07627685300864055, 'n_changepoints': 38}. Best is trial 2 with value: 54932.20098760544.
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  4.78it/s]100%|██████████| 2/2 [00:00<00:00,  4.00it/s]100%|██████████| 2/2 [00:00<00:00,  4.10it/s]
[PIPE] Rendimiento LECHE U.P. SEMI LACDEL EDGE 1 L-default-MAYOREO:
  horizon           mse           rmse  ...     mdape     smape  coverage
0 24 days  7.319153e+10  270539.338622  ...  2.115092  1.027968       0.0
1 27 days  1.581344e+07    3976.611552  ...  0.028287  0.028693       1.0
2 55 days  3.171748e+07    5631.827780  ...  0.034699  0.035311       1.0
3 58 days  7.161671e+08   26761.299377  ...  0.239616  0.213980       0.0
4 84 days  2.159203e+09   46467.221975  ...  0.381692  0.320522       0.0

[5 rows x 8 columns]
          ds           yhat     yhat_lower     yhat_upper         y     cutoff
0 2024-01-01  398448.338622  380599.099771  415300.530685  127909.0 2023-12-08
1 2024-02-01  156674.172220  138503.820223  174758.609780  162306.0 2023-12-08
2 2024-03-01  168207.221975  150465.921407  187259.318286  121740.0 2023-12-08
3 2024-04-01  207594.292135  189584.755132  225964.543029   80976.0 2023-12-08
4 2024-05-01  227377.816822  209160.733952  246032.048315  162510.0 2023-12-08
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/data_cleaning_V2.py:69: FutureWarning: Series.fillna with 'method' is deprecated and will raise in a future version. Use obj.ffill() or obj.bfill() instead.
  df_merge['Cantidad'] = df_merge['Cantidad'].fillna(method='ffill')
[I 2025-09-23 22:24:46,110] A new study created in memory with name: no-name-c8351e70-b041-4178-a699-5d2e2358f88b
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  1.85it/s]100%|██████████| 2/2 [00:02<00:00,  1.28s/it]100%|██████████| 2/2 [00:02<00:00,  1.17s/it]
[I 2025-09-23 22:24:48,799] Trial 0 finished with value: 15137.915555058184 and parameters: {'changepoint_prior_scale': 0.003692882251449269, 'seasonality_prior_scale': 2.2758069993224272, 'n_changepoints': 31}. Best is trial 0 with value: 15137.915555058184.
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  1.78it/s]100%|██████████| 2/2 [00:01<00:00,  1.88it/s]100%|██████████| 2/2 [00:01<00:00,  1.87it/s]
[I 2025-09-23 22:24:50,158] Trial 1 finished with value: 22393.79131951231 and parameters: {'changepoint_prior_scale': 0.001286150000598647, 'seasonality_prior_scale': 5.760797977503252, 'n_changepoints': 13}. Best is trial 0 with value: 15137.915555058184.
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:01<00:01,  1.60s/it]100%|██████████| 2/2 [00:03<00:00,  1.73s/it]100%|██████████| 2/2 [00:03<00:00,  1.71s/it]
[I 2025-09-23 22:24:53,867] Trial 2 finished with value: 16746.666679240607 and parameters: {'changepoint_prior_scale': 0.027767923353396916, 'seasonality_prior_scale': 2.5988394930961958, 'n_changepoints': 14}. Best is trial 0 with value: 15137.915555058184.
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  1.83it/s]100%|██████████| 2/2 [00:02<00:00,  1.37s/it]100%|██████████| 2/2 [00:02<00:00,  1.25s/it]
[PIPE] Rendimiento LECHE U.P. SEMI LACDEL EDGE 1 L-default-PROXIMIDAD:
  horizon           mse          rmse  ...     mdape     smape  coverage
0 24 days  1.790139e+08  13379.609379  ...  0.970240  1.884400       0.0
1 27 days  2.050718e+07   4528.484914  ...  0.339798  0.409345       0.0
2 55 days  2.144354e+07   4630.716810  ...  0.393100  0.328528       0.0
3 58 days  1.080970e+09  32878.106394  ...  3.115522  1.218066       0.0
4 84 days  1.280281e+08  11314.951833  ...  0.775687  1.267139       0.0

[5 rows x 8 columns]
          ds          yhat    yhat_lower    yhat_upper        y     cutoff
0 2024-01-01    410.390621    410.390585    410.390656  13790.0 2023-12-08
1 2024-02-01  16410.716810  16410.716772  16410.716848  11780.0 2023-12-08
2 2024-03-01   3272.048167   3272.048121   3272.048219  14587.0 2023-12-08
